Unnamed: 0,Date,Close,pred_sig
0.0,2024-10-25 00:00:00+00:00,95.02999877929688,0
1.0,2024-10-25 00:00:00+00:00,95.02999877929688,0
2.0,2024-10-25 00:00:00+00:00,95.02999877929688,0
3.0,2024-10-28 00:00:00+00:00,96.1999969482422,0
4.0,2024-10-29 00:00:00+00:00,96.12999725341795,0
5.0,2024-10-30 00:00:00+00:00,95.08000183105467,-1
6.0,2024-10-31 00:00:00+00:00,96.1999969482422,1
7.0,2024-11-01 00:00:00+00:00,95.80999755859376,0
10.0,2024-11-04 00:00:00+00:00,95.79000091552734,0
11.0,2024-11-05 00:00:00+00:00,96.62999725341795,0
12.0,2024-11-06 00:00:00+00:00,98.88999938964844,0
13.0,2024-11-07 00:00:00+00:00,98.93000030517578,0
14.0,2024-11-08 00:00:00+00:00,99.0199966430664,0
17.0,2024-11-11 00:00:00+00:00,100.86000061035156,0
18.0,2024-11-12 00:00:00+00:00,100.98999786376952,1
19.0,2024-11-13 00:00:00+00:00,102.72000122070312,0
20.0,2024-11-14 00:00:00+00:00,109.12000274658205,0
21.0,2024-11-15 00:00:00+00:00,115.08000183105467,-1
24.0,2024-11-18 00:00:00+00:00,113.54000091552734,-1
25.0,2024-11-19 00:00:00+00:00,112.41999816894533,0
26.0,2024-11-20 00:00:00+00:00,114.26000213623048,0
27.0,2024-11-21 00:00:00+00:00,114.72000122070312,0
28.0,2024-11-22 00:00:00+00:00,115.6500015258789,0
,2024-11-25 00:00:00+00:00,116.0,0
,2024-11-27 00:00:00+00:00,117.5999984741211,1
,2024-12-02 00:00:00+00:00,117.16000366210938,-1
,2024-12-03 00:00:00+00:00,116.4499969482422,-1
,2024-12-04 00:00:00+00:00,116.98999786376952,1
,2024-12-05 00:00:00+00:00,116.5,0
,2024-12-06 00:00:00+00:00,116.7300033569336,0
,2024-12-09 00:00:00+00:00,114.61000061035156,0
,2024-12-10 00:00:00+00:00,114.7300033569336,0
,2024-12-11 00:00:00+00:00,114.61000061035156,0
,2024-12-12 00:00:00+00:00,114.9000015258789,0
,2024-12-13 00:00:00+00:00,113.33999633789062,0
,2024-12-13 00:00:00+00:00,113.33999633789062,0
,2024-12-16 00:00:00+00:00,112.11000061035156,0
,2024-12-17 00:00:00+00:00,113.0199966430664,0
,2024-12-18 00:00:00+00:00,111.3499984741211,1
,2024-12-19 00:00:00+00:00,111.37000274658205,0
,2024-12-20 00:00:00+00:00,112.02999877929688,0
,2024-12-23 00:00:00+00:00,111.4000015258789,0
,2024-12-26 00:00:00+00:00,112.5500030517578,0
,2024-12-27 00:00:00+00:00,111.5500030517578,0
,2024-12-27 00:00:00+00:00,111.5500030517578,1
,2024-12-31 00:00:00+00:00,111.3499984741211,0
,2024-12-31 00:00:00+00:00,111.3499984741211,0
