Unnamed: 0,Date,Close,pred_sig
0.0,2024-10-24 00:00:00+00:00,78.37999725341797,0
1.0,2024-10-25 00:00:00+00:00,77.62000274658203,0
4.0,2024-10-28 00:00:00+00:00,77.69000244140625,1
5.0,2024-10-29 00:00:00+00:00,79.20999908447266,-1
6.0,2024-10-30 00:00:00+00:00,79.43000030517578,-1
7.0,2024-10-31 00:00:00+00:00,72.05000305175781,1
8.0,2024-11-01 00:00:00+00:00,73.25,-1
11.0,2024-11-04 00:00:00+00:00,73.25,1
12.0,2024-11-05 00:00:00+00:00,74.1500015258789,-1
13.0,2024-11-06 00:00:00+00:00,74.36000061035156,0
14.0,2024-11-07 00:00:00+00:00,73.12999725341797,-1
15.0,2024-11-08 00:00:00+00:00,72.04000091552734,-1
18.0,2024-11-11 00:00:00+00:00,71.6500015258789,1
19.0,2024-11-12 00:00:00+00:00,71.37000274658203,-1
20.0,2024-11-13 00:00:00+00:00,71.16000366210938,0
21.0,2024-11-14 00:00:00+00:00,71.44000244140625,1
22.0,2024-11-15 00:00:00+00:00,73.25,1
25.0,2024-11-18 00:00:00+00:00,69.33000183105469,-1
26.0,2024-11-19 00:00:00+00:00,69.12999725341797,-1
27.0,2024-11-20 00:00:00+00:00,69.5999984741211,-1
28.0,2024-11-21 00:00:00+00:00,69.63999938964844,0
29.0,2024-11-22 00:00:00+00:00,71.51000213623047,1
,2024-11-25 00:00:00+00:00,73.41999816894531,-1
,2024-11-26 00:00:00+00:00,71.55999755859375,-1
,2024-11-27 00:00:00+00:00,71.62000274658203,-1
,2024-12-02 00:00:00+00:00,73.06999969482422,1
,2024-12-03 00:00:00+00:00,71.2699966430664,1
,2024-12-04 00:00:00+00:00,72.16000366210938,0
,2024-12-05 00:00:00+00:00,65.2300033569336,0
,2024-12-06 00:00:00+00:00,66.08999633789062,0
,2024-12-09 00:00:00+00:00,65.73999786376953,0
,2024-12-10 00:00:00+00:00,64.95999908447266,0
,2024-12-11 00:00:00+00:00,61.18000030517578,0
,2024-12-12 00:00:00+00:00,61.40999984741211,0
,2024-12-13 00:00:00+00:00,59.93000030517578,0
,2024-12-16 00:00:00+00:00,60.25,0
,2024-12-17 00:00:00+00:00,61.02999877929688,-1
,2024-12-18 00:00:00+00:00,61.22999954223633,0
,2024-12-19 00:00:00+00:00,60.209999084472656,0
,2024-12-20 00:00:00+00:00,60.72999954223633,0
,2024-12-23 00:00:00+00:00,61.869998931884766,0
,2024-12-26 00:00:00+00:00,61.560001373291016,0
,2024-12-27 00:00:00+00:00,61.130001068115234,0
,2024-12-27 00:00:00+00:00,61.130001068115234,0
,2024-12-31 00:00:00+00:00,60.31999969482422,0
,2024-12-31 00:00:00+00:00,60.31999969482422,0
